월소득,초기자금,가족수,주용도,연료선호,운전경력,거주지역,추천차종
259,1618,5,출퇴근,디젤,3년이상,도심,스포티지_디젤
490,492,6,업무,전기,3년이상,지방,K8_가솔린
689,4989,2,가족용,하이브리드,1~3년,도심,산타페_하이브리드
400,882,3,업무,디젤,1~3년,지방,스포티지_디젤
189,2538,5,출퇴근,상관없음,3년이상,도심,쏘나타_하이브리드
247,2157,4,가족용,상관없음,3년이상,도심,스포티지_가솔린
219,2426,6,출퇴근,가솔린,1~3년,도심,쏘나타_가솔린
518,5053,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
305,3151,6,출퇴근,상관없음,3년이상,지방,그랜저_가솔린
787,4886,1,레저,가솔린,1~3년,지방,코나_가솔린
133,4144,5,레저,가솔린,1~3년,도심,셀토스_가솔린
214,3086,5,가족용,하이브리드,1년미만,도심,스포티지_하이브리드
318,904,5,출퇴근,가솔린,3년이상,지방,K5_가솔린
436,5138,6,가족용,전기,1~3년,도심,G80_전기
348,2452,5,업무,하이브리드,3년이상,도심,K8_하이브리드
308,388,5,레저,디젤,1년미만,지방,셀토스_가솔린
196,1597,3,출퇴근,가솔린,3년이상,지방,아반떼_가솔린
520,2628,3,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
455,2970,5,출퇴근,전기,1~3년,지방,그랜저_가솔린
418,1306,5,출퇴근,상관없음,1~3년,지방,K8_하이브리드
414,4138,3,출퇴근,상관없음,3년이상,지방,쏘나타_하이브리드
349,1348,4,가족용,하이브리드,1~3년,지방,스포티지_하이브리드
151,2846,3,가족용,가솔린,1~3년,지방,K5_가솔린
265,600,5,가족용,가솔린,1~3년,지방,아반떼_가솔린
482,4912,1,레저,하이브리드,1~3년,도심,산타페_하이브리드
405,561,5,출퇴근,전기,3년이상,도심,EV6_전기
284,2914,5,업무,상관없음,3년이상,도심,K8_하이브리드
494,1553,5,출퇴근,전기,1~3년,지방,그랜저_가솔린
264,1602,5,업무,상관없음,1~3년,지방,쏘나타_가솔린
386,5081,6,업무,하이브리드,1~3년,지방,그랜저_하이브리드
305,2677,6,출퇴근,가솔린,1~3년,지방,K8_가솔린
704,1383,2,레저,디젤,1년미만,지방,스포티지_디젤
802,891,5,업무,상관없음,1년미만,도심,코나_전기
339,1147,5,출퇴근,상관없음,3년이상,지방,쏘나타_하이브리드
357,2550,6,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
492,2855,4,출퇴근,상관없음,1년미만,지방,아반떼_가솔린
411,1676,6,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
242,1828,6,출퇴근,상관없음,1~3년,지방,K5_가솔린
706,2804,3,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
614,4915,2,업무,가솔린,3년이상,지방,G80_가솔린
463,1579,5,가족용,전기,3년이상,도심,아이오닉6_전기
497,4153,4,업무,하이브리드,1년미만,도심,아반떼_하이브리드
587,2129,5,가족용,전기,3년이상,도심,아이오닉6_전기
693,1170,3,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
289,1939,5,출퇴근,전기,1~3년,도심,EV6_전기
396,1604,6,업무,가솔린,1~3년,지방,K8_가솔린
613,1900,5,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
135,4160,3,가족용,상관없음,3년이상,지방,쏘나타_하이브리드
695,4953,1,업무,가솔린,3년이상,도심,아반떼_가솔린
796,1307,6,가족용,전기,3년이상,도심,G80_전기
134,4848,1,레저,가솔린,1~3년,지방,셀토스_가솔린
345,2184,5,출퇴근,상관없음,1~3년,지방,K8_하이브리드
582,1142,1,출퇴근,디젤,1년미만,도심,아반떼_가솔린
453,1877,5,업무,하이브리드,1년미만,지방,아반떼_하이브리드
319,1631,3,가족용,하이브리드,1~3년,지방,스포티지_하이브리드
801,1021,6,레저,디젤,1~3년,지방,스포티지_디젤
817,2066,3,레저,전기,3년이상,도심,코나_전기
131,2537,6,업무,상관없음,1~3년,도심,아반떼_가솔린
440,1142,6,출퇴근,가솔린,1~3년,도심,K8_가솔린
247,5167,6,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
418,388,4,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
132,3899,2,레저,상관없음,3년이상,지방,셀토스_가솔린
353,2144,5,업무,가솔린,3년이상,지방,K8_가솔린
334,2417,5,업무,가솔린,1~3년,도심,K8_가솔린
402,1604,6,업무,가솔린,3년이상,도심,K8_가솔린
591,1674,2,출퇴근,디젤,3년이상,지방,스포티지_디젤
607,3131,6,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
710,3932,6,업무,가솔린,1~3년,도심,그랜저_가솔린
502,409,5,업무,전기,3년이상,지방,K8_가솔린
438,1110,6,업무,가솔린,3년이상,도심,K8_가솔린
164,2659,3,출퇴근,디젤,3년이상,지방,K5_가솔린
703,404,6,업무,하이브리드,3년이상,도심,그랜저_하이브리드
716,4184,3,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
205,4837,5,출퇴근,하이브리드,1년미만,지방,아반떼_하이브리드
440,1305,5,업무,하이브리드,1~3년,도심,K8_하이브리드
796,2098,4,업무,가솔린,1~3년,도심,쏘나타_가솔린
795,1956,6,레저,하이브리드,3년이상,지방,팰리세이드_하이브리드
614,3975,6,가족용,가솔린,3년이상,도심,팰리세이드_가솔린
411,2912,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
343,2908,4,레저,하이브리드,1년미만,도심,산타페_하이브리드
301,5148,4,출퇴근,디젤,1년미만,지방,스포티지_디젤
496,2038,3,업무,상관없음,1년미만,도심,코나_전기
496,1128,5,업무,하이브리드,1~3년,지방,그랜저_하이브리드
230,2445,1,가족용,전기,1~3년,도심,EV6_전기
239,1828,6,출퇴근,상관없음,3년이상,지방,K5_가솔린
587,5131,5,출퇴근,전기,3년이상,지방,G80_전기
638,4504,2,업무,가솔린,3년이상,도심,G80_가솔린
520,1941,1,레저,가솔린,1년미만,지방,코나_가솔린
598,1452,5,가족용,상관없음,3년이상,도심,팰리세이드_가솔린
309,2972,4,가족용,디젤,1~3년,도심,스포티지_디젤
362,940,6,업무,하이브리드,1~3년,지방,쏘나타_하이브리드
352,2288,2,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
403,1489,6,업무,전기,3년이상,지방,K8_하이브리드
789,1359,2,레저,가솔린,3년이상,지방,코나_가솔린
259,3079,3,가족용,상관없음,1~3년,도심,산타페_가솔린
205,3982,5,출퇴근,가솔린,1~3년,도심,K8_가솔린
811,2889,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
351,1158,3,레저,가솔린,3년이상,지방,스포티지_가솔린
297,3191,6,업무,하이브리드,3년이상,지방,K8_하이브리드
607,3462,1,업무,가솔린,3년이상,지방,G80_가솔린
400,1558,5,업무,상관없음,3년이상,도심,K8_가솔린
132,2821,5,레저,가솔린,1~3년,도심,셀토스_가솔린
447,908,5,가족용,하이브리드,3년이상,지방,산타페_하이브리드
297,1633,3,가족용,가솔린,3년이상,도심,스포티지_가솔린
334,1098,5,가족용,상관없음,3년이상,지방,스포티지_가솔린
168,2098,5,레저,전기,1년미만,도심,코나_가솔린
404,3156,4,업무,하이브리드,1~3년,지방,쏘나타_하이브리드
206,3096,3,가족용,상관없음,3년이상,지방,스포티지_가솔린
208,1385,2,레저,하이브리드,1년미만,지방,아반떼_가솔린
694,3159,3,가족용,전기,3년이상,도심,G80_전기
259,3991,2,레저,상관없음,1~3년,지방,코나_가솔린
236,5081,6,가족용,전기,3년이상,도심,아이오닉6_전기
356,2497,6,출퇴근,하이브리드,1~3년,지방,K8_하이브리드
348,1171,4,출퇴근,상관없음,3년이상,도심,쏘나타_하이브리드
197,2904,5,레저,하이브리드,1년미만,도심,스포티지_하이브리드
687,2968,5,업무,하이브리드,1~3년,도심,그랜저_하이브리드
399,1914,1,레저,디젤,1~3년,지방,스포티지_디젤
140,3184,4,레저,전기,3년이상,지방,코나_가솔린
344,2177,3,업무,하이브리드,1년미만,도심,아반떼_하이브리드
257,2659,6,가족용,전기,3년이상,도심,EV6_전기
512,351,5,출퇴근,전기,1~3년,지방,그랜저_가솔린
207,3138,4,출퇴근,상관없음,1~3년,지방,쏘나타_하이브리드
709,4125,5,가족용,상관없음,1~3년,지방,산타페_가솔린
686,2954,3,레저,하이브리드,3년이상,지방,산타페_하이브리드
580,5032,5,업무,상관없음,3년이상,지방,그랜저_가솔린
389,1164,2,가족용,디젤,3년이상,도심,스포티지_디젤
416,3819,5,가족용,전기,1~3년,지방,산타페_가솔린
593,944,6,업무,상관없음,3년이상,도심,그랜저_가솔린
240,4081,4,가족용,하이브리드,1~3년,지방,산타페_하이브리드
356,4030,6,업무,디젤,1~3년,도심,스포티지_디젤
597,2542,4,출퇴근,하이브리드,3년이상,도심,쏘나타_하이브리드
312,2115,5,출퇴근,전기,3년이상,도심,EV6_전기
432,3167,6,레저,상관없음,3년이상,도심,팰리세이드_가솔린
701,2429,5,업무,상관없음,3년이상,도심,G80_전기
489,814,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
588,4200,5,업무,가솔린,3년이상,지방,그랜저_가솔린
456,933,6,업무,가솔린,1~3년,지방,K8_가솔린
712,4186,4,업무,전기,1~3년,도심,G80_전기
681,3170,6,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
261,2016,4,업무,전기,3년이상,지방,쏘나타_가솔린
391,1906,4,출퇴근,하이브리드,3년이상,도심,K5_하이브리드
303,1454,1,레저,전기,1년미만,도심,코나_가솔린
817,2604,2,레저,가솔린,1~3년,지방,코나_가솔린
443,3832,5,업무,하이브리드,1~3년,도심,그랜저_하이브리드
295,1659,3,가족용,가솔린,1~3년,도심,스포티지_가솔린
304,434,2,레저,전기,3년이상,도심,셀토스_가솔린
134,2501,4,레저,전기,3년이상,도심,셀토스_가솔린
701,427,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
468,2532,5,업무,가솔린,3년이상,도심,그랜저_가솔린
492,2312,6,가족용,하이브리드,1년미만,지방,산타페_하이브리드
368,3003,1,출퇴근,하이브리드,1~3년,지방,아반떼_하이브리드
590,3918,1,레저,상관없음,1년미만,지방,코나_가솔린
809,3975,6,업무,하이브리드,1~3년,도심,그랜저_하이브리드
515,2975,5,출퇴근,상관없음,3년이상,지방,그랜저_가솔린
306,1437,5,레저,전기,1~3년,도심,스포티지_가솔린
580,4135,2,가족용,디젤,1~3년,도심,스포티지_디젤
608,3176,5,레저,가솔린,3년이상,지방,GV80_가솔린
209,2084,5,출퇴근,전기,1~3년,지방,K5_가솔린
399,617,2,가족용,하이브리드,1~3년,지방,스포티지_하이브리드
495,1470,5,출퇴근,가솔린,1~3년,도심,그랜저_가솔린
242,5173,2,가족용,가솔린,1~3년,도심,산타페_가솔린
586,2965,5,레저,상관없음,1년미만,지방,코나_가솔린
617,4688,6,레저,가솔린,3년이상,도심,GV80_가솔린
267,4837,5,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
440,1093,6,업무,가솔린,3년이상,지방,K8_가솔린
148,4112,6,가족용,전기,1~3년,도심,EV6_전기
131,4145,6,가족용,전기,1~3년,지방,EV6_전기
364,5005,5,업무,하이브리드,3년이상,도심,그랜저_하이브리드
281,2850,6,가족용,하이브리드,1년미만,도심,산타페_하이브리드
290,1511,1,레저,전기,1~3년,도심,코나_가솔린
667,4167,6,레저,가솔린,3년이상,도심,GV80_가솔린
254,2583,4,출퇴근,전기,3년이상,지방,쏘나타_하이브리드
797,690,2,업무,상관없음,3년이상,지방,아반떼_가솔린
655,3654,6,가족용,가솔린,3년이상,지방,GV80_가솔린
420,2651,4,레저,가솔린,1년미만,지방,코나_가솔린
202,1655,4,레저,가솔린,3년이상,지방,셀토스_가솔린
232,5110,6,업무,하이브리드,1~3년,도심,그랜저_하이브리드
432,3199,4,출퇴근,하이브리드,3년이상,지방,쏘나타_하이브리드
780,1318,6,레저,가솔린,1~3년,도심,팰리세이드_가솔린
582,319,2,가족용,디젤,3년이상,지방,스포티지_디젤
683,1627,4,업무,가솔린,1년미만,지방,아반떼_가솔린
705,626,5,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
304,3867,1,출퇴근,하이브리드,3년이상,지방,아반떼_하이브리드
133,2830,2,레저,상관없음,1년미만,도심,셀토스_가솔린
336,1561,4,가족용,가솔린,3년이상,도심,스포티지_가솔린
788,2476,6,가족용,상관없음,3년이상,지방,팰리세이드_가솔린
515,845,5,레저,상관없음,3년이상,도심,팰리세이드_가솔린
405,1506,5,출퇴근,가솔린,3년이상,지방,K8_가솔린
596,2078,6,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
811,612,4,가족용,전기,3년이상,도심,G80_전기
333,1000,3,출퇴근,상관없음,3년이상,도심,쏘나타_하이브리드
188,2685,3,출퇴근,하이브리드,3년이상,도심,쏘나타_하이브리드
438,1109,5,출퇴근,상관없음,3년이상,지방,K8_하이브리드
337,1324,5,출퇴근,전기,1~3년,도심,EV6_전기
245,2058,3,가족용,가솔린,3년이상,도심,스포티지_가솔린
345,1161,4,가족용,상관없음,1~3년,도심,스포티지_가솔린
720,1557,6,업무,전기,3년이상,지방,G80_전기
819,1021,2,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
180,4868,3,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
262,4939,2,출퇴근,전기,1년미만,지방,아반떼_가솔린
443,2839,6,가족용,상관없음,1~3년,지방,산타페_가솔린
707,4634,6,레저,가솔린,3년이상,도심,GV80_가솔린
681,3833,5,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
130,2908,6,레저,상관없음,3년이상,도심,셀토스_가솔린
708,1016,6,출퇴근,전기,1~3년,도심,G80_전기
503,2901,6,가족용,전기,3년이상,도심,아이오닉6_전기
314,1863,5,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
499,4088,4,업무,가솔린,1~3년,도심,쏘나타_가솔린
611,4081,5,업무,상관없음,1~3년,지방,그랜저_가솔린
448,4856,4,업무,상관없음,1~3년,도심,G80_전기
231,1306,5,레저,가솔린,1년미만,지방,셀토스_가솔린
352,3926,3,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
807,5110,4,업무,전기,1년미만,도심,코나_전기
735,3406,5,가족용,가솔린,3년이상,지방,GV80_가솔린
185,3179,5,레저,가솔린,3년이상,지방,스포티지_가솔린
340,374,3,업무,하이브리드,1~3년,도심,아반떼_하이브리드
696,4667,3,출퇴근,가솔린,3년이상,지방,G80_가솔린
146,3951,2,레저,전기,1년미만,지방,코나_전기
344,4154,2,가족용,상관없음,1~3년,지방,산타페_가솔린
358,2937,6,업무,상관없음,3년이상,도심,그랜저_가솔린
437,1123,6,업무,상관없음,1~3년,도심,K8_가솔린
354,429,3,가족용,가솔린,1~3년,도심,K5_가솔린
386,1666,2,가족용,하이브리드,3년이상,도심,K5_하이브리드
308,2008,6,업무,상관없음,1~3년,도심,쏘나타_가솔린
393,885,6,출퇴근,가솔린,3년이상,도심,쏘나타_가솔린
282,693,2,레저,디젤,1년미만,지방,셀토스_가솔린
341,1486,3,레저,하이브리드,1~3년,도심,스포티지_하이브리드
242,5087,6,출퇴근,가솔린,1년미만,지방,아반떼_가솔린
241,2662,4,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
686,1357,6,업무,가솔린,1~3년,도심,그랜저_가솔린
154,2875,3,업무,가솔린,3년이상,지방,K5_가솔린
313,610,4,레저,상관없음,1년미만,도심,코나_가솔린
689,4925,3,업무,가솔린,3년이상,지방,G80_가솔린
131,3835,6,가족용,전기,1~3년,지방,EV6_전기
203,2140,5,업무,디젤,1~3년,도심,K5_가솔린
715,1520,2,출퇴근,전기,1~3년,도심,코나_전기
357,2529,5,업무,하이브리드,3년이상,지방,K8_하이브리드
504,2577,6,가족용,전기,1~3년,도심,아이오닉6_전기
233,2416,4,레저,전기,3년이상,도심,EV6_전기
368,918,6,가족용,하이브리드,1년미만,도심,스포티지_하이브리드
589,2574,5,업무,하이브리드,3년이상,도심,그랜저_하이브리드
180,4151,2,레저,가솔린,3년이상,도심,코나_가솔린
380,1945,6,업무,하이브리드,1~3년,지방,K8_하이브리드
795,3050,5,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
784,4941,4,가족용,전기,1년미만,도심,코나_전기
815,5043,5,레저,상관없음,1년미만,지방,코나_가솔린
367,2537,1,업무,가솔린,3년이상,도심,아반떼_가솔린
710,2597,5,업무,상관없음,3년이상,도심,G80_전기
719,1196,6,업무,하이브리드,1~3년,지방,그랜저_하이브리드
282,2026,6,출퇴근,상관없음,3년이상,도심,쏘나타_하이브리드
689,1374,2,출퇴근,디젤,1~3년,지방,스포티지_디젤
703,1346,3,가족용,디젤,1년미만,도심,스포티지_디젤
807,4019,4,업무,가솔린,1년미만,도심,아반떼_가솔린
499,3053,5,레저,가솔린,1~3년,지방,팰리세이드_가솔린
790,3385,6,가족용,가솔린,3년이상,지방,GV80_가솔린
450,2313,1,레저,상관없음,3년이상,도심,코나_전기
212,2835,6,레저,하이브리드,3년이상,도심,스포티지_하이브리드
680,2822,6,업무,전기,3년이상,도심,G80_전기
808,3188,6,출퇴근,전기,1~3년,지방,G80_전기
707,3985,2,레저,상관없음,1~3년,도심,코나_전기
718,2997,1,가족용,디젤,1~3년,도심,스포티지_디젤
237,4018,4,업무,가솔린,3년이상,도심,쏘나타_가솔린
430,3037,1,레저,가솔린,3년이상,도심,코나_가솔린
436,3871,3,업무,가솔린,1~3년,도심,쏘나타_가솔린
764,4473,1,업무,가솔린,3년이상,도심,G80_가솔린
372,1833,4,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
393,1669,6,업무,가솔린,3년이상,지방,K8_가솔린
618,2852,6,가족용,전기,1~3년,도심,G80_전기
131,3995,1,레저,가솔린,3년이상,도심,셀토스_가솔린
306,915,5,가족용,상관없음,3년이상,지방,K5_가솔린
509,1607,3,레저,가솔린,3년이상,지방,산타페_가솔린
691,499,5,가족용,전기,3년이상,도심,아이오닉6_전기
805,1170,5,레저,가솔린,3년이상,도심,팰리세이드_가솔린
246,1564,4,출퇴근,전기,1년미만,도심,아반떼_가솔린
360,352,5,업무,가솔린,3년이상,도심,K5_가솔린
293,4983,5,가족용,상관없음,3년이상,도심,팰리세이드_가솔린
388,4091,4,가족용,상관없음,3년이상,도심,산타페_가솔린
341,4059,1,출퇴근,상관없음,1~3년,지방,아반떼_가솔린
296,4039,4,출퇴근,가솔린,3년이상,지방,그랜저_가솔린
716,4174,4,업무,하이브리드,1~3년,지방,쏘나타_하이브리드
354,2188,4,가족용,하이브리드,3년이상,도심,K5_하이브리드
812,2345,5,레저,상관없음,3년이상,지방,팰리세이드_가솔린
386,585,5,가족용,상관없음,3년이상,도심,스포티지_가솔린
282,2987,6,출퇴근,상관없음,1~3년,도심,K8_하이브리드
496,846,2,가족용,상관없음,1년미만,도심,코나_전기
793,3784,2,출퇴근,가솔린,3년이상,지방,G80_가솔린
492,1537,5,출퇴근,전기,3년이상,지방,그랜저_가솔린
784,1409,5,출퇴근,상관없음,3년이상,도심,G80_전기
430,1193,6,레저,디젤,1~3년,도심,스포티지_디젤
410,662,6,가족용,전기,3년이상,도심,EV6_전기
406,1555,6,출퇴근,전기,3년이상,지방,K8_하이브리드
520,5017,5,레저,상관없음,1년미만,지방,코나_가솔린
206,2995,5,가족용,전기,3년이상,도심,EV6_전기
504,1626,5,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
384,3802,5,업무,하이브리드,1~3년,지방,그랜저_하이브리드
200,4006,5,업무,상관없음,1~3년,지방,K8_가솔린
319,470,6,가족용,하이브리드,3년이상,지방,아반떼_하이브리드
220,3960,5,업무,하이브리드,1~3년,도심,K8_하이브리드
361,2094,5,업무,가솔린,3년이상,도심,K8_가솔린
180,2659,2,레저,가솔린,3년이상,지방,코나_가솔린
359,2939,6,업무,하이브리드,3년이상,지방,그랜저_하이브리드
800,1525,1,업무,디젤,3년이상,지방,스포티지_디젤
385,2468,4,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
582,3076,5,레저,전기,3년이상,도심,G80_전기
317,1394,6,레저,가솔린,1~3년,지방,스포티지_가솔린
519,3144,6,출퇴근,하이브리드,1~3년,도심,그랜저_하이브리드
346,1343,5,레저,상관없음,3년이상,지방,스포티지_가솔린
454,356,1,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
588,4881,2,레저,디젤,1~3년,도심,스포티지_디젤
508,2577,6,업무,하이브리드,3년이상,도심,그랜저_하이브리드
132,4086,6,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
809,970,5,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
235,2699,4,가족용,디젤,1~3년,도심,스포티지_디젤
470,1592,5,업무,하이브리드,3년이상,도심,그랜저_하이브리드
484,559,6,업무,상관없음,1~3년,도심,K8_가솔린
585,5048,5,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
700,3088,4,출퇴근,전기,3년이상,도심,G80_전기
292,4852,5,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
511,3157,4,출퇴근,상관없음,3년이상,지방,쏘나타_하이브리드
329,1730,4,출퇴근,하이브리드,3년이상,도심,K5_하이브리드
351,1039,1,레저,하이브리드,3년이상,지방,스포티지_하이브리드
514,3158,1,가족용,상관없음,1~3년,지방,산타페_가솔린
394,2385,4,가족용,하이브리드,1~3년,도심,K5_하이브리드
707,1023,6,출퇴근,전기,3년이상,도심,아이오닉6_전기
194,4856,1,가족용,하이브리드,1~3년,지방,산타페_하이브리드
793,2561,6,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
462,2057,5,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
715,3112,2,출퇴근,디젤,3년이상,지방,스포티지_디젤
491,2507,1,출퇴근,상관없음,1~3년,지방,아반떼_가솔린
480,611,5,출퇴근,가솔린,1~3년,지방,K8_가솔린
291,2836,5,출퇴근,가솔린,3년이상,도심,K8_가솔린
623,4676,6,레저,가솔린,3년이상,지방,GV80_가솔린
499,2068,3,레저,가솔린,1~3년,도심,산타페_가솔린
482,828,2,레저,가솔린,3년이상,지방,코나_가솔린
811,303,5,업무,가솔린,1년미만,지방,아반떼_가솔린
405,2583,2,레저,디젤,3년이상,지방,스포티지_디젤
718,3802,3,레저,상관없음,1~3년,지방,산타페_가솔린
437,4803,2,가족용,하이브리드,1~3년,지방,산타페_하이브리드
816,1665,4,레저,가솔린,1~3년,도심,산타페_가솔린
785,4993,3,업무,전기,1~3년,도심,G80_전기
405,5037,4,레저,하이브리드,3년이상,지방,산타페_하이브리드
587,3840,5,가족용,상관없음,1~3년,도심,G80_전기
302,3966,6,가족용,가솔린,3년이상,도심,팰리세이드_가솔린
356,435,6,업무,가솔린,1~3년,도심,K5_가솔린
293,2901,6,출퇴근,가솔린,3년이상,도심,K8_가솔린
782,1882,4,가족용,가솔린,3년이상,지방,산타페_가솔린
803,633,4,업무,하이브리드,1년미만,지방,아반떼_하이브리드
808,1871,1,레저,가솔린,3년이상,도심,코나_가솔린
400,5076,6,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
249,1089,1,레저,전기,1년미만,지방,셀토스_가솔린
248,3867,5,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
307,1020,5,출퇴근,디젤,3년이상,지방,K5_가솔린
608,2114,4,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
588,2303,3,레저,하이브리드,1~3년,도심,산타페_하이브리드
292,1312,1,레저,디젤,3년이상,도심,스포티지_디젤
433,2878,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
341,2480,5,출퇴근,하이브리드,1~3년,도심,K8_하이브리드
386,530,5,가족용,전기,1년미만,지방,스포티지_가솔린
144,2975,2,레저,상관없음,1년미만,도심,코나_가솔린
804,3892,4,출퇴근,하이브리드,1~3년,도심,쏘나타_하이브리드
438,1324,4,레저,하이브리드,1년미만,지방,산타페_하이브리드
282,2161,5,레저,상관없음,1~3년,지방,스포티지_가솔린
594,665,3,가족용,가솔린,3년이상,지방,산타페_가솔린
297,3037,5,업무,가솔린,3년이상,도심,그랜저_가솔린
309,1650,6,가족용,전기,1~3년,도심,EV6_전기
513,4861,2,레저,가솔린,1~3년,도심,코나_가솔린
788,388,6,출퇴근,전기,1년미만,지방,G80_전기
580,838,6,레저,상관없음,1년미만,지방,코나_가솔린
378,1885,3,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
444,1327,5,업무,디젤,3년이상,도심,스포티지_디젤
131,2821,6,레저,디젤,1년미만,도심,셀토스_가솔린
463,2142,3,레저,가솔린,1년미만,지방,코나_가솔린
251,2048,3,레저,전기,3년이상,지방,스포티지_가솔린
184,2811,6,가족용,가솔린,1년미만,도심,스포티지_가솔린
440,1311,2,레저,전기,3년이상,도심,코나_전기
170,3034,3,레저,전기,1~3년,도심,스포티지_가솔린
730,3353,4,가족용,가솔린,3년이상,지방,GV80_가솔린
606,5088,1,업무,전기,3년이상,도심,코나_전기
696,3979,6,레저,상관없음,3년이상,지방,팰리세이드_가솔린
512,5055,6,가족용,전기,1~3년,도심,G80_전기
367,480,5,출퇴근,전기,1~3년,지방,쏘나타_하이브리드
270,5063,5,가족용,상관없음,3년이상,도심,팰리세이드_가솔린
491,2162,3,레저,가솔린,1년미만,도심,코나_가솔린
709,4953,3,업무,가솔린,3년이상,지방,G80_가솔린
701,3865,5,업무,하이브리드,3년이상,지방,그랜저_하이브리드
720,1585,6,업무,가솔린,3년이상,지방,그랜저_가솔린
349,1099,5,가족용,가솔린,1년미만,지방,스포티지_가솔린
348,1168,1,가족용,하이브리드,1~3년,도심,스포티지_하이브리드
695,650,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
339,1576,3,레저,가솔린,3년이상,도심,산타페_가솔린
610,3349,6,가족용,가솔린,3년이상,도심,GV80_가솔린
357,325,5,출퇴근,가솔린,3년이상,지방,K5_가솔린
820,425,2,업무,하이브리드,3년이상,도심,아반떼_하이브리드
631,3285,5,레저,가솔린,3년이상,도심,GV80_가솔린
404,609,2,업무,전기,1~3년,지방,코나_전기
793,2484,4,출퇴근,하이브리드,3년이상,지방,쏘나타_하이브리드
395,3036,6,업무,상관없음,3년이상,도심,그랜저_가솔린
809,621,1,업무,전기,3년이상,도심,코나_전기
282,4191,1,가족용,디젤,1년미만,도심,스포티지_디젤
320,1195,5,가족용,하이브리드,1년미만,지방,아반떼_하이브리드
517,3999,1,레저,하이브리드,1~3년,도심,산타페_하이브리드
146,2333,4,레저,상관없음,1년미만,지방,셀토스_가솔린
366,2243,4,가족용,하이브리드,1~3년,도심,K5_하이브리드
390,2192,4,레저,하이브리드,3년이상,도심,산타페_하이브리드
349,2450,3,가족용,하이브리드,3년이상,도심,K5_하이브리드
737,4705,1,출퇴근,가솔린,3년이상,도심,G80_가솔린
513,3810,4,가족용,가솔린,3년이상,지방,산타페_가솔린
286,1930,6,가족용,전기,1~3년,도심,EV6_전기
608,1491,5,가족용,전기,1~3년,도심,아이오닉6_전기
716,4058,4,레저,하이브리드,1~3년,도심,산타페_하이브리드
345,423,5,출퇴근,가솔린,3년이상,지방,아반떼_가솔린
657,3383,6,가족용,가솔린,3년이상,지방,GV80_가솔린
442,893,2,가족용,가솔린,3년이상,지방,산타페_가솔린
514,2499,5,업무,하이브리드,1년미만,지방,아반떼_하이브리드
133,3936,2,레저,가솔린,1년미만,도심,셀토스_가솔린
651,3763,2,업무,가솔린,3년이상,도심,G80_가솔린
395,5176,6,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
599,860,4,레저,가솔린,3년이상,지방,산타페_가솔린
514,531,6,업무,하이브리드,1~3년,지방,K8_하이브리드
380,983,1,출퇴근,하이브리드,1~3년,지방,아반떼_하이브리드
410,3086,6,가족용,전기,1년미만,지방,코나_전기
